app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN00119365.1,A61K35/78,A61K35/78;A61P15/08,2002.01.16,CN1330953A,2000-06-29,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,8,0,2,32,1,0,0,2002-09-11,NA,NA,NA,NA,2005-03-23,NA,2009-08-26,2002-01-16,2005-03-23,NA,NA,NA,38.20273973,NA,2002-09-11,3,2005-03-23,30.37808219,26.43287671,56.8109589
CN00119177.2,A23L1/312,A23L1/312;A23L3/46,2002.01.16,CN1330889A,2000-07-04,NA,NA,NA,NA,0,0,2,0,1,1,0,0,1,0,4,1,1,1,2000,3,0,2,33,1,0,0,2000-12-13,NA,NA,NA,NA,2003-06-25,NA,2008-09-03,2002-01-16,2003-06-25,NA,NA,NA,17.26027397,NA,2000-12-13,3,2003-06-25,30.37808219,5.326027397,35.70410959
CN00119986.2,A47J36/00,A47J36/00;B29C45/14,2002.01.16,CN1330909A,2000-06-28,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,7,0,2,81,1,0,0,2001-02-07,2004-07-14,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,41.19452055,2004-07-14,NA,NA,2001-02-07,1,2004-07-14,41.19452055,7.364383562,48.55890411
CN00117201.8,A61H23/04,A61H23/04;A61H21/00;A63B23/18,2002.01.16,CN1330915A,2000-06-23,NA,NA,NA,NA,0,0.444444444,3,0,2,2,1,0,0,1,3,1,0,0,2000,3,0,2,44,1,0,0,2001-04-11,2005-01-26,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,45.56712329,2005-01-26,NA,NA,2001-04-11,1,2005-01-26,45.56712329,9.6,55.16712329
CN01124156.X,A61M27/00,A61M27/00,2002.01.09,CN1329926A,2001-08-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,9,1,0,0,2001,5,0,2,11,1,0,0,2002-01-02,2004-07-14,NA,NA,NA,NA,NA,NA,2002-01-09,NA,NA,30.37808219,2004-07-14,NA,NA,2002-01-02,1,2004-07-14,30.37808219,4.438356164,34.81643836
CN01115196.X,A01K67/04,A01K67/04,2002.01.09,CN1329822A,2001-08-07,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,3,1,1,1,2001,10,0,2,37,1,0,0,2001-11-28,NA,NA,NA,NA,2004-09-08,NA,2010-11-24,2002-01-09,2004-09-08,NA,NA,NA,31.9890411,NA,2001-11-28,3,2004-09-08,33.36986301,3.715068493,37.08493151
CN01124161.6,A01H1/02,A01H1/02,2002.01.09,CN1329821A,2001-08-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,6,1,1,1,2001,2,0,2,14,1,0,0,2001-11-28,NA,NA,NA,NA,2004-06-02,NA,2008-10-22,2002-01-09,2004-06-02,NA,NA,NA,28.76712329,NA,2001-11-28,3,2004-06-02,30.14794521,3.287671233,33.43561644
CN01126187.0,A61K9/127,A61K9/127;A61K35/64;A61P35/00,2002.01.09,CN1329885A,2001-07-16,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,0,7,1,1,1,2001,10,0,2,31,1,0,0,2001-12-12,NA,NA,NA,NA,2004-03-10,NA,2008-09-17,2002-01-09,2004-03-10,NA,NA,NA,26.00547945,NA,2001-12-12,3,2004-03-10,26.9260274,4.898630137,31.82465753
CN00106382.0,A61L9/01,A61L9/01,2002.01.09,CN1329924A,2000-06-15,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2000,2,0,2,32,1,0,0,2003-08-06,NA,2005-11-02,NA,NA,NA,NA,NA,2002-01-09,NA,2005-11-02,NA,NA,NA,45.79726027,2003-08-06,2,2005-11-02,26.9260274,37.70958904,64.63561644
CN02103276.9,A47J27/00,A47J27/00;A47J27/58;A47J36/06;A47J36/38,2002.10.23,CN1375257A,2002-03-12,2001.03.13 KR 2001－12941;2002.01.31 KR 2002－5711,NA,NA,NA,0,0,4,0,1,1,0,1,0,0,3,1,1,1,2002,19,1,2,KR,0,1,0,2004-03-03,NA,NA,NA,NA,2006-04-05,NA,2016-05-04,2002-10-23,2006-04-05,NA,NA,NA,41.42465753,NA,2004-03-03,3,2006-04-05,25.08493151,23.7369863,48.82191781
CN02119007.0,A61F13/15,A61F13/15;A41D27/00;A41D13/12;A41F17/00,2002.10.23,CN1375270A,2002-02-28,2001.02.28 JP 054305/2001;2001.09.26 JP 293342/2001,NA,NA,NA,0,0.625,4,0,3,1,0,1,0,0,1,0,1,1,2002,5,0,2,JP,0,1,0,2004-04-07,NA,NA,NA,NA,2006-12-06,NA,2015-04-15,2002-10-23,2006-12-06,NA,NA,NA,49.47945205,NA,2004-04-07,3,2006-12-06,31.9890411,25.28219178,57.27123288
CN01105695.9,A23L1/162,A23L1/162;A23L1/311,2002.10.23,CN1375220A,2001-03-17,NA,NA,NA,NA,0,0,2,0,1,1,0,0,0,1,1,0,0,0,2001,7,0,1,35,1,0,0,2003-04-23,NA,NA,NA,NA,2005-06-22,NA,NA,2002-10-23,2005-06-22,NA,NA,NA,31.9890411,NA,2003-04-23,3,2005-06-22,26.00547945,25.21643836,51.22191781
CN00813501.0,A61F13/00,A61F13/00;A61F13/02,2002.10.23,CN1376043A,2000-09-27,"1999.09.28 US 09/407,720",PCT/US00/26478 2000.09.27,WO01/22907 英 2001.04.05,2002.03.28,0,0,2,0,1,1,0,1,0,0,1,0,1,2,2000,239,1,1,US,0,1,0,2002-10-02,NA,NA,NA,NA,2008-02-13,NA,NA,2002-10-23,2008-02-13,NA,NA,NA,63.74794521,NA,2002-10-02,3,2008-02-13,64.43835616,24.16438356,88.60273973
CN02107931.5,A23G9/02,A23G9/02;A23L1/10;A23L3/36,2002.10.23,CN1375213A,2002-03-19,2001.03.19 JP 079558/01,NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,4,1,1,1,2002,12,1,1,JP,0,1,0,2004-05-12,NA,NA,NA,NA,2008-09-03,NA,NA,2002-10-23,2008-09-03,NA,NA,NA,70.42191781,NA,2004-05-12,3,2008-09-03,51.78082192,25.80821918,77.5890411
CN02108362.2,A23K1/00,A23K1/00,2002.10.23,CN1375214A,2002-03-25,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2002,5,0,2,43,1,0,0,2002-07-24,NA,2004-11-03,NA,NA,NA,NA,NA,2002-10-23,NA,2004-11-03,NA,NA,NA,24.39452055,2002-07-24,2,2004-11-03,27.38630137,3.978082192,31.36438356
CN02108988.4,A47G23/06,A47G23/06;B28B3/20;B28B7/00,2002.10.23,CN1375256A,2002-04-18,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,0,0,2002,7,0,2,32,1,0,0,2005-07-27,2007-06-27,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,23.01369863,2007-06-27,NA,NA,2005-07-27,1,2007-06-27,23.01369863,39.32054795,62.33424658
CN01109849.X,A61N1/32,A61N1/32;A61N5/06,2002.10.23,CN1375342A,2001-03-21,NA,NA,NA,NA,0,0,2,0,1,2,1,0,0,1,2,1,1,1,2001,6,0,2,23,1,0,0,2002-11-13,NA,NA,NA,NA,2004-04-28,NA,2011-05-25,2002-10-23,2004-04-28,NA,NA,NA,18.18082192,NA,2002-11-13,3,2004-04-28,17.49041096,19.79178082,37.28219178
CN02113560.6,A61K35/78,A61K35/78;A23K1/16,2002.10.23,CN1375323A,2002-04-02,NA,NA,NA,NA,0,0.5,2,0,2,3,1,0,0,1,3,1,1,1,2002,1,0,2,52,1,0,0,2002-10-30,NA,NA,NA,NA,2004-09-01,NA,2012-06-13,2002-10-23,2004-09-01,NA,NA,NA,22.32328767,NA,2002-10-30,3,2004-09-01,22.09315068,6.936986301,29.03013699
CN02116371.5,A23L1/39,A23L1/39;A23L1/212,2002.10.23,CN1375233A,2002-03-28,NA,NA,NA,NA,0,0,2,0,1,1,0,0,0,1,1,0,1,1,2002,2,0,2,51,1,0,0,2002-08-07,NA,NA,NA,NA,2005-09-21,NA,2009-05-27,2002-10-23,2005-09-21,NA,NA,NA,34.98082192,NA,2002-08-07,3,2005-09-21,37.51232877,4.339726027,41.85205479
CN02116836.9,A61K35/78,A61K35/78;A61P43/00,2002.10.23,CN1375329A,2002-04-12,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2002,2,0,2,36,1,0,0,2002-07-24,NA,2004-09-08,NA,NA,NA,NA,NA,2002-10-23,NA,2004-09-08,NA,NA,NA,22.55342466,2002-07-24,2,2004-09-08,25.54520548,3.38630137,28.93150685
CN01111786.9,A61K38/16,A61K38/16;A61K31/7088;A61K9/127;A61K51/00;A61P35/00,2002.10.23,CN1375332A,2001-03-21,NA,NA,NA,NA,0,0.32,5,0,2,1,0,0,1,0,2,1,1,2,2001,47,1,2,US,0,0,0,2004-05-19,2005-08-24,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,15.1890411,2005-08-24,NA,NA,2004-05-19,1,2005-08-24,15.1890411,37.97260274,53.16164384
CN02111238.X,A61K48/00,A61K48/00;A61P17/02;A61P43/00,2002.10.23,CN1375335A,2002-04-02,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,2,1,1,1,2002,13,1,2,31,1,0,0,2002-07-24,2004-09-08,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,25.54520548,2004-09-08,NA,NA,2002-07-24,1,2004-09-08,25.54520548,3.715068493,29.26027397
CN01103876.4,A61K35/78,A61K35/78;A61P25/00;A61P9/10,2002.10.23,CN1375299A,2001-03-19,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,2,1,0,0,2001,4,0,2,23,1,0,0,2004-08-25,2006-09-06,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,24.39452055,2006-09-06,NA,NA,2004-08-25,1,2006-09-06,24.39452055,41.26027397,65.65479452
CN01109689.6,A61K35/78,A61K35/78;A61P9/14,2002.10.23,CN1375309A,2001-03-19,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,0,0,2001,9,0,1,65,1,0,0,2004-07-28,NA,NA,NA,NA,2007-04-11,NA,NA,2002-10-23,2007-04-11,NA,NA,NA,53.62191781,NA,2004-07-28,3,2007-04-11,32.44931507,40.33972603,72.7890411
CN00807531.X,A61K31/135,A61K31/135,2002.10.23,CN1376061A,2000-03-17,"1999.03.19 US 60/125,116",PCT/US00/07112 2000.03.17,WO00/56307 英 2000.09.28,2001.11.13,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2000,18,1,2,DE,0,1,0,2002-10-02,2004-10-06,NA,NA,NA,NA,NA,NA,2002-10-23,NA,NA,24.16438356,2004-10-06,NA,NA,2002-10-02,1,2004-10-06,24.16438356,30.54246575,54.70684932
CN01139392.0,A01G1/04,A01G1/04;A61K35/84;A23L1/28;A23L2/38;A23L1/31;A23K1/16;A23K1/18,2002.07.17,CN1358413A,2001-10-08,2000.10.06 KR 58806/00;2001.06.21 KR 35250/01;2001.06.21 KR 35248/01,NA,NA,NA,0,0.693877551,7,0,4,2,1,1,0,1,3,1,1,1,2001,9,0,2,KR,0,1,0,2002-05-01,2005-09-07,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,40.2739726,2005-09-07,NA,NA,2002-05-01,1,2005-09-07,40.2739726,6.739726027,47.01369863
CN00135772.7,A61K35/78,A61K35/78;A61P3/10,2002.07.17,CN1358515A,2000-12-20,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,3,1,1,1,2000,3,0,2,22,1,0,0,2004-03-10,NA,NA,NA,NA,NA,2005-10-26,NA,2002-07-17,2005-08-26,NA,NA,NA,37.34794521,NA,2004-03-10,3,2005-08-26,17.55616438,38.6630137,56.21917808
CN00809675.9,A61K38/17,A61K38/17;A61P29/00;A61P35/00;A61P37/06,2002.07.17,CN1359297A,2000-06-21,1999.06.28 DE 19929488.7;2000.02.03 DE 10004447.6,PCT/EP00/05738 2000.06.21,WO01/00228 德 2001.01.04,2001.12.28,0,0.375,4,0,2,1,0,1,0,0,3,1,1,1,2000,10,0,2,DE,0,1,0,2002-06-26,2004-08-25,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,26.00547945,2004-08-25,NA,NA,2002-06-26,1,2004-08-25,26.00547945,24.16438356,50.16986301
CN00806216.1,A61K31/085,A61K31/085,2002.05.01,CN1347316A,2000-04-12,1999.04.13 KR 1999/13613;1999.06.16 KR 1999/23347,PCT/KR00/00337 2000.04.12,WO00/61131 英 2000.10.19,2001.10.15,0,0,1,1,1,2,1,1,0,0,4,1,1,1,2000,12,1,2,KR,0,1,0,2002-05-22,2004-08-25,NA,NA,NA,NA,NA,NA,2002-05-01,NA,NA,27.15616438,2004-08-25,NA,NA,2002-05-22,1,2004-08-25,27.15616438,25.31506849,52.47123288
CN01145478.4,A61F13/496,A61F13/496;A61F13/15,2002.07.17,CN1358487A,2001-10-31,2000.10.31 JP 332677/2000,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2001,2,0,2,JP,0,1,0,2003-10-01,NA,2006-05-17,NA,NA,NA,NA,NA,2002-07-17,NA,2006-05-17,NA,NA,NA,46.02739726,2003-10-01,2,2006-05-17,31.52876712,23.01369863,54.54246575
CN01130598.3,A61J3/10,A61J3/10;A61K35/78;A61P3/06,2002.07.17,CN1358493A,2001-12-12,2001.08.07 CN 01127306.2,NA,NA,NA,0,0.666666667,3,0,3,1,0,1,0,0,4,1,1,1,2001,1,0,2,37,1,1,0,2003-05-14,NA,NA,NA,NA,2004-07-28,NA,2007-02-07,2002-07-17,2004-07-28,NA,NA,NA,24.39452055,NA,2003-05-14,3,2004-07-28,14.49863014,17.03013699,31.52876712
CN00809753.4,A01N25/34,A01N25/34;A61K35/78;B01F11/00,2002.07.17,CN1359260A,2000-04-28,"1999.04.30 US 09/302,425",PCT/US00/11425 2000.04.28,WO00/65911 英 2000.11.09,2001.12.29,0,0.666666667,3,0,3,1,0,1,0,0,1,0,1,2,2000,33,1,2,US,0,1,0,2002-06-26,2006-09-06,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,50.4,2006-09-06,NA,NA,2002-06-26,1,2006-09-06,50.4,25.93972603,76.33972603
CN00802420.0,A61K45/00,A61K45/00;A61K38/17;A61K39/395;A61K31/711;A61K48/00;A61K31/7105;A61P37/06;A61P29/00;A61P19/02,2002.07.17,CN1359302A,2000-08-30,1999.08.30 JP 242672/99;2000.08.24 JP 254680/00,PCT/JP00/05868 2000.08.30,WO01/15732 日 2001.03.08,2001.06.26,0,0.444444444,9,0,2,1,0,1,0,0,3,1,1,1,2000,32,1,2,JP,0,1,0,2002-06-26,NA,2009-12-30,NA,NA,NA,NA,NA,2002-07-17,NA,2009-12-30,NA,NA,NA,89.52328767,2002-06-26,2,2009-12-30,90.21369863,21.8630137,112.0767123
CN00809714.3,A61K38/17,A61K38/17;A61P37/04;A61P31/00,2002.07.17,CN1359298A,2000-05-10,1999.05.14 DK PA199900668;1999.10.20 DK PA19990150,PCT/DK00/00247 2000.05.10,WO00/69894 英 2000.11.23,2001.12.28,0,0.444444444,3,0,2,2,1,0,0,1,2,1,1,2,2000,48,1,2,DK,0,1,0,2002-06-26,NA,2010-01-27,NA,NA,NA,NA,NA,2002-07-17,NA,2010-01-27,NA,NA,NA,90.44383562,2002-06-26,2,2010-01-27,91.13424658,25.54520548,116.6794521
CN00808312.6,A23L1/105,A23L1/105;A23L1/164;A23L1/211,2002.06.12,CN1353579A,2000-05-31,1999.05.31 EP 99110467.0,PCT/EP00/05140 2000.05.31,WO00/72700 英 2000.12.07,2001.11.30,0,0,3,0,1,2,1,1,0,1,5,1,1,2,2000,10,0,2,CH,0,1,0,2002-05-29,NA,NA,NA,NA,2006-06-07,NA,2010-09-01,2002-06-12,2006-06-07,NA,NA,NA,47.86849315,NA,2002-05-29,3,2006-06-07,48.32876712,23.93424658,72.2630137
CN00808387.8,A61N5/06,A61N5/06;A61B18/18,2002.06.12,CN1353620A,2000-06-05,1999.06.04 GB 9912998.3,PCT/GB00/02170 2000.06.05,WO00/74781 英 2000.12.14,2001.12.03,0,0.5,2,0,2,1,0,1,0,0,2,1,1,2,2000,15,1,2,GB,0,1,0,2002-07-10,2006-08-09,NA,NA,NA,NA,NA,NA,2002-06-12,NA,NA,49.01917808,2006-08-09,NA,NA,2002-07-10,1,2006-08-09,49.01917808,25.15068493,74.16986301
CN01110785.5,A47L9/00,A47L9/00,2002.06.12,CN1352916A,2001-04-19,2000.11.06 KR 65659/2000;2000.11.10 KR 66865/2000;2000.11.21 KR 69332/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,18,1,2,KR,0,1,0,2001-08-08,NA,NA,NA,NA,2005-10-05,NA,2008-06-18,2002-06-12,2005-10-05,NA,NA,NA,39.81369863,NA,2001-08-08,3,2005-10-05,49.93972603,3.649315068,53.5890411
CN00807527.1,A61K7/48,A61K7/48,2002.05.22,CN1350449A,2000-02-14,"1999.03.18 US 60/124,959",PCT/EP00/01180 2000.02.14,WO00/56270 英 2000.09.28,2001.11.13,0,0,1,1,1,1,0,1,0,0,4,1,1,1,2000,5,0,2,NL,0,1,0,2002-05-08,NA,NA,NA,NA,2005-04-27,NA,2013-04-03,2002-05-22,2005-04-27,NA,NA,NA,35.2109589,NA,2002-05-08,3,2005-04-27,35.67123288,26.76164384,62.43287671
CN01142409.5,A61K35/24,A61K35/24,2002.05.22,CN1349797A,2001-09-11,2000.09.11 FR 0011524,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2001,17,1,2,FR,0,1,0,2002-05-29,2004-11-17,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,29.68767123,2004-11-17,NA,NA,2002-05-29,1,2004-11-17,29.68767123,8.547945205,38.23561644
CN00807345.7,A01K61/00,A01K61/00,2002.05.22,CN1350424A,2000-05-30,1999.05.31 NO 19992614,PCT/NO00/00184 2000.05.30,WO00/72669 英 2000.12.07,2001.11.09,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,7,0,2,NO,0,1,0,2002-05-08,2004-06-16,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,25.31506849,2004-06-16,NA,NA,2002-05-08,1,2004-06-16,25.31506849,23.27671233,48.59178082
CN00807480.1,A61F7/00,A61F7/00,2002.05.22,CN1350445A,2000-12-20,"2000.01.14 US 09/484,360",PCT/US00/34990 2000.12.20,WO01/50987 英 2001.07.19,2001.11.12,0,0,1,1,1,1,0,1,0,0,4,1,1,1,2000,93,1,2,US,0,1,0,2003-03-12,2004-06-02,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,14.72876712,2004-06-02,NA,NA,2003-03-12,1,2004-06-02,14.72876712,26.69589041,41.42465753
CN01141636.X,A61M5/20,A61M5/20,2002.05.01,CN1346681A,2001-09-29,2000.10.03 JP 2000－303717,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,9,0,2,JP,0,1,0,2002-06-05,NA,2007-10-17,NA,NA,NA,NA,NA,2002-05-01,NA,2007-10-17,NA,NA,NA,65.5890411,2002-06-05,2,2007-10-17,64.43835616,8.18630137,72.62465753
CN00806448.2,A61K7/48,A61K7/48,2002.05.01,CN1347311A,2000-04-11,1999.04.20 DE 19917744.9,PCT/EP00/03193 2000.04.11,WO00/62754 德 2000.10.26,2001.10.19,0,0,1,1,1,1,0,1,0,0,5,1,1,1,2000,5,0,1,NO,0,1,0,2002-05-29,NA,NA,NA,NA,2005-04-06,NA,NA,2002-05-01,2005-04-06,NA,NA,NA,35.2109589,NA,2002-05-29,3,2005-04-06,34.29041096,25.57808219,59.86849315
CN00806316.8,A63F9/24,A63F9/24,2002.05.01,CN1347332A,2000-04-13,"1999.04.16 US 60/129,555",PCT/US00/09934 2000.04.13,WO00/62881 英 2000.10.26,2001.10.16,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,64,1,2,US,0,1,0,2002-04-17,2005-06-29,NA,NA,NA,NA,NA,NA,2002-05-01,NA,NA,38.43287671,2005-06-29,NA,NA,2002-04-17,1,2005-06-29,38.43287671,24.13150685,62.56438356
CN01133037.6,A01C11/02,A01C11/02,2002.05.01,CN1346585A,2001-09-14,2000.10.02 JP 301582/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,6,0,1,JP,0,1,0,2003-09-17,NA,NA,NA,NA,2007-03-21,NA,NA,2002-05-01,2007-03-21,NA,NA,NA,58.68493151,NA,2003-09-17,3,2007-03-21,42.11506849,24.09863014,66.21369863
CN01135226.4,A61K35/78,A61K35/78;A61P29/00;A61P19/02;A61P19/08,2002.07.17,CN1358532A,2001-12-03,NA,NA,NA,NA,0,0.375,4,0,2,1,0,0,0,1,4,1,1,1,2001,3,0,2,37,1,0,0,2002-05-01,NA,NA,NA,NA,2003-12-31,NA,2007-01-31,2002-07-17,2003-12-31,NA,NA,NA,17.49041096,NA,2002-05-01,3,2003-12-31,20.02191781,4.898630137,24.92054795
CN00134593.1,A23L1/20,A23L1/20;A23L1/304,2002.07.17,CN1358452A,2000-12-14,NA,NA,NA,NA,0,0,2,0,1,1,0,0,0,1,1,0,1,1,2000,1,0,2,43,1,0,0,2004-02-04,2005-04-20,NA,NA,NA,NA,NA,NA,2002-07-17,NA,NA,14.49863014,2005-04-20,NA,NA,2004-02-04,1,2005-04-20,14.49863014,37.70958904,52.20821918
CN00134010.7,A24B15/30,A24B15/30;A61K9/72,2002.07.17,CN1358463A,2000-12-11,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,2,1,1,1,2000,6,0,2,44,1,0,0,2001-08-08,NA,NA,NA,NA,2003-06-25,NA,2006-02-08,2002-07-17,2003-06-25,NA,NA,NA,11.27671233,NA,2001-08-08,3,2003-06-25,22.55342466,7.890410959,30.44383562
CN01108671.8,A01H1/02,A01H1/02,2002.07.17,CN1358422A,2001-07-23,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,3,1,1,2,2001,1,0,2,53,1,0,0,2002-08-28,NA,NA,NA,NA,2004-12-15,NA,2007-09-26,2002-07-17,2004-12-15,NA,NA,NA,28.99726027,NA,2002-08-28,3,2004-12-15,27.61643836,13.18356164,40.8
CN00131271.5,A01N59/16,A01N59/16,2002.07.17,CN1358438A,2000-12-15,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,6,0,2,42,1,0,0,2004-02-11,NA,NA,NA,NA,2005-05-25,NA,2009-02-11,2002-07-17,2005-05-25,NA,NA,NA,34.29041096,NA,2004-02-11,3,2005-05-25,15.41917808,37.90684932,53.3260274
CN01139046.8,A61K35/78,A61K35/78;A61P35/02,2002.06.12,CN1352987A,2001-12-04,NA,NA,NA,NA,0,0.5,2,0,2,2,1,0,0,1,2,1,1,1,2001,3,0,2,31,1,0,0,2002-04-03,NA,NA,NA,NA,2006-06-21,NA,2013-02-13,2002-06-12,2006-06-21,NA,NA,NA,48.32876712,NA,2002-04-03,3,2006-06-21,50.63013699,3.945205479,54.57534247
CN00132274.5,A61K9/22,A61K9/22;A61K31/137,2002.06.12,CN1352938A,2000-11-14,NA,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,5,1,0,0,2000,8,0,2,11,1,0,0,2003-09-10,NA,2005-09-07,NA,NA,NA,NA,NA,2002-06-12,NA,2005-09-07,NA,NA,NA,38.89315068,2003-09-10,2,2005-09-07,23.93424658,33.8630137,57.79726027
CN00133074.8,A23L1/16,A23L1/16,2002.06.12,CN1352889A,2000-11-09,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,2,2000,1,0,2,63,1,0,0,2003-01-08,NA,NA,NA,NA,2005-10-12,NA,2008-01-09,2002-06-12,2005-10-12,NA,NA,NA,40.04383562,NA,2003-01-08,3,2005-10-12,33.13972603,25.97260274,59.11232877
CN00129936.0,A23L1/48,A23L1/48,2002.05.22,CN1349768A,2000-10-19,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2000,1,0,2,31,1,0,0,2002-10-09,NA,NA,NA,NA,2006-02-08,NA,2009-12-16,2002-05-22,2006-02-08,NA,NA,NA,44.64657534,NA,2002-10-09,3,2006-02-08,40.04383562,23.67123288,63.71506849
CN00123119.7,A61K35/78,A61K35/78;A61P3/10;A61P31/06,2002.05.22,CN1349806A,2000-10-20,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,22,1,0,0,2003-06-25,NA,NA,NA,NA,2005-01-19,NA,2008-12-24,2002-05-22,2005-01-19,NA,NA,NA,31.9890411,NA,2003-06-25,3,2005-01-19,18.87123288,32.15342466,51.02465753
CN00131543.9,A61N5/06,A61N5/06;A61N5/10;A61B18/18,2002.05.22,CN1349832A,2000-10-25,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,0,0,2000,3,0,2,62,1,0,0,2001-06-06,2004-12-15,NA,NA,NA,NA,NA,NA,2002-05-22,NA,NA,42.34520548,2004-12-15,NA,NA,2001-06-06,1,2004-12-15,42.34520548,7.364383562,49.70958904
CN00116097.4,A61K35/84,A61K35/84;A61K35/78;C12N1/20;A61P1/14,2002.05.22,CN1349824A,2000-10-23,NA,NA,NA,NA,0,0.625,4,0,3,1,0,0,1,0,2,1,1,1,2000,3,0,2,35,1,0,0,2003-06-25,NA,NA,NA,NA,2004-12-08,NA,2009-12-23,2002-05-22,2004-12-08,NA,NA,NA,30.60821918,NA,2003-06-25,3,2004-12-08,17.49041096,32.05479452,49.54520548
CN00131825.X,A47K11/03,A47K11/03,2002.05.22,CN1349780A,2000-10-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2000,1,0,2,45,1,0,0,2004-01-14,NA,NA,NA,NA,2004-10-13,NA,2007-12-19,2002-05-22,2004-10-13,NA,NA,NA,28.76712329,NA,2004-01-14,3,2004-10-13,8.975342466,38.82739726,47.80273973
CN01129822.7,A61K35/78,A61K35/78;A61P25/28,2002.05.22,CN1349816A,2001-10-30,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,2,1,1,1,2001,8,0,2,44,1,0,0,2002-03-20,NA,NA,NA,NA,2004-12-29,NA,2009-12-30,2002-05-22,2004-12-29,NA,NA,NA,31.29863014,NA,2002-03-20,3,2004-12-29,33.36986301,4.635616438,38.00547945
CN00131527.7,A23B7/02,A23B7/02;A23L1/212,2002.05.22,CN1349747A,2000-10-24,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,15,1,0,0,2001-03-07,NA,NA,NA,NA,2004-02-04,NA,2005-12-21,2002-05-22,2004-02-04,NA,NA,NA,20.48219178,NA,2001-03-07,3,2004-02-04,34.98082192,4.405479452,39.38630137
